text,label,processed
@jonathan_wolle Lucky :(,0,||T|| Lucky ||N||
@teenageblackout hi can I dm you about something? It will be quick :),1,||T|| hi can I dm you about something? It will be quick ||P||
"Therapy was so exhausting. 
I just want to lie down somewhere but I can't. :(",0,Therapy was so exhausting. I just want to lie down somewhere but I can't. ||N||
Hope you will like it ;) #JabongatPumaUrbanStampede @JabongIndia http://t.co/tB34wIraCs hope you're noticing my efforts :D,1,Hope you will like it ;) #JabongatPumaUrbanStampede ||T|| ||U|| hope you're noticing my efforts ||ExP||
Etienne is making me sad :(,0,Etienne is making me sad ||N||
I'm motherfucking happy and that's all that matters. :-),1,I'm motherfucking happy and that's all that matters. ||P||
"#ff @PrintStrawberry
@ESPSFA
@ErdFoodBank
@HarbourSpaces
@AbbeyPrimary
@BigWokBham
@Cole2806
@Ted4Erdington
Ready for the Weekend? :) #smile",1,#ff ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| Ready for the Weekend? ||P|| #smile
Come and design your own jute bag today :),1,Come and design your own jute bag today ||P||
@ajtszxc miss you too :(,0,||T|| miss you too ||N||
"I honestly had a blast getting shitfaced with the chat and with all you kind souls donating over 70$ tonight, singing disney songs was :D",1,"I honestly had a blast getting shitfaced with the chat and with all you kind souls donating over 70$ tonight, singing disney songs was ||ExP||"
@EggNiGreg thnkyouuuuuuuuu :(,0,||T|| thnkyouuu ||N||
@syazwanzainal sure let me know when you're around..at this side of the world #eh u too take care :-),1,||T|| sure let me know when you're around..at this side of the world #eh u too take care ||P||
Craving for pizza. :(,0,Craving for pizza. ||N||
"@iflixph yeah i've watched them before but of course rewatches will now be ad free and faster I hope :) thank you, i look forward to more!",1,"||T|| yeah i've watched them before but of course rewatches will now be ad free and faster I hope ||P|| thank you, i look forward to more!"
Couldn't find any caramello koalas so I got a caramello bar... it's not the same :(,0,Couldn't find any caramello koalas so I got a caramello bar... it's NOT the same ||N||
@abrianaaaa__ I WANNA GO BACK. CAN WE GO BACKKK? :(,0,||T|| I WANNA GO BACK. CAN WE GO BACKKK? ||N||
Thanks Everette Taylor for the follow! We appreciate the support! Be sure to like us on Facebook :) http://t.co/G7n0T1vB6W,1,Thanks Everette Taylor for the follow! We appreciate the support! Be sure to like us on Facebook ||P|| ||U||
@Deligracy I took one :),1,||T|| I took one ||P||
@charmsham i can't able to view pics da.. :( wat pic is this?,0,||T|| i NOT able to view pics da.. ||N|| wat pic is this?
ladygaga I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ before the end of the month. Don't disappoint me! :(,0,ladygaga I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ before the end of the month. Don't disappoint me! ||N||
Sian ah where to go now anybody want to meet :-(,0,Sian ah where to go now anybody want to meet ||N||
"""What happened?"" ""We just stopped talking"" :(",0,"""What happened?"" ""We just stopped talking"" ||N||"
"at first I did love you, but now I just wanna fuck, late night thinking of you until I got a nut :-) :v

""look... http://t.co/8YhLcb16Lf",1,"at first I did love you, but now I just wanna fuck, late night thinking of you until I got a nut ||P|| :v ""look... ||U||"
that sad moment when u r leaving in two days :(,0,that sad moment when u r leaving in two days ||N||
@betabetic esp when it came off for an hour for x rays. ( hope). Makes you feel like crying when you have to go back in :(,0,||T|| esp when it came off for an hour for x rays. ( hope). Makes you feel like crying when you have to go back in ||N||
"@WforWoman #WSaleLove 
ans 9: Depressing it would be :(",0,||T|| #WSaleLove ans 9: Depressing it would be ||N||
"@BOHEffy I am streaming now on Twitch Join :D
http://www/twitch.tv/lockedbeast1",1,||T|| I am streaming now on Twitch Join ||ExP|| ||U||
why so sudden :((,0,why so sudden ||N|| (
@soot1978 How beautiful they are!!! :),1,||T|| How beautiful they are!!! ||P||
Nice music :) Check it out! http://t.co/PEjHsORGrk,1,Nice music ||P|| Check it out! ||U||
"@bobbyllew @InkSharkman If ever you're both in the areal, we'll have to do lunch/dinner again. :)",1,"||T|| ||T|| If ever you're both in the areal, we'll have to do lunch/dinner again. ||P||"
Goodmorning :),1,Goodmorning ||P||
@archi7194 nice line :-) :-),1,||T|| nice line ||P|| ||P||
Just need to get through work today then to Ibiza! :):):) #birthdaymoneyforjesusjuice,1,Just need to get through work today then to Ibiza! ||P|| ||P|| ||P|| #birthdaymoneyforjesusjuice
@JackJackJohnson ended up happy. :))),1,||T|| ended up happy. ||P|| ))
"@Thirty3forty5 Yeah - we thought that was part of the tour we did  today, but it wasn't. :-(",0,"||T|| Yeah - we thought that was part of the tour we did today, but it wasn't. ||N||"
"@Glanny_ @soL_Lyah @_wattie I told him to suicide and kill both of you, but you ran away forever :(",0,"||T|| ||T|| ||T|| I told him to suicide and kill both of you, but you ran away forever ||N||"
maroon cocktail dresses http://t.co/Ioj5YzNRwu #MidiDresses for @filipinaniah :) http://t.co/Vj1U5fIzBw,1,maroon cocktail dresses ||U|| #MidiDresses for ||T|| ||P|| ||U||
"pret :(( wkwkw""@WLK_Jhope: Verfied @WLK_Hyemi91 be active, don't forget to follow all member. Thanks for join. Goodbye""",0,"pret ||N|| ( wkwkw""||T||: Verfied ||T|| be active, don't forget to follow all member. Thanks for join. Goodbye"""
"but srsly tho, bae looks so out of it :((((",0,"but srsly tho, bae looks so out of it ||N|| ((("
i wanna watch paper town but sadly no one to go w :-(,0,i wanna watch paper town but sadly NOT one to go w ||N||
"@NTtownend yes, be surprised if we don't see a bit of rain today... :)",1,"||T|| yes, be surprised if we don't see a bit of rain today... ||P||"
hyungwon was so beautiful just now!!!!!!!! :(,0,hyungwon was so beautiful just now!!! ||N||
"@ollgbroxei sc, longe :(",0,"||T|| sc, longe ||N||"
remember that unlisted one where he had a hickey :))) http://t.co/xPhswFUKfv,1,remember that unlisted one where he had a hickey ||P|| )) ||U||
@Stacyyy24 Happy Birthday :),1,||T|| Happy Birthday ||P||
"#ClimateChange #CC Abrupt climate change may have doomed mammoths and other megafauna, sc... http://t.co/taVMCz37E7 #UniteBlue #Tcot :-(",0,"#ClimateChange #CC Abrupt climate change may have doomed mammoths and other megafauna, sc... ||U|| #UniteBlue #Tcot ||N||"
I regret nothing :),1,I regret nothing ||P||
"Hi to all my bestfriends/friends out there! :""&gt; salamat sa mga nag.greet! :) Really Appreciated guise :-* Godbless y'all :)&lt;3",1,"Hi to all my bestfriends/friends out there! :""&gt; salamat sa mga nag.greet! ||P|| Really Appreciated guise :-* Godbless y'all ||P|| &lt;3"
i miss them so much :(,0,i miss them so much ||N||
@zaynmalik zayn come back to 1D already. :(,0,||T|| zayn come back to 1D already. ||N||
Just pre-ordered Pixar's Inside Out steelbook! :D http://t.co/SnV316MfAH,1,Just pre-ordered Pixar's Inside Out steelbook! ||ExP|| ||U||
@OurLitEscapades Morrrrning :) how are you? I snoozed off again. I go home today :),1,||T|| Morrrning ||P|| how are you? I snoozed off again. I go home today ||P||
fineandyu takes such gd pics its like she's trying to hurt me :-(,0,fineandyu takes such gd pics its like she's trying to hurt me ||N||
@1q4h_ cheer up!! :-( 😘💖,0,||T|| cheer up!! ||N|| 😘💖
Happy Birthday :) @mixbad,1,Happy Birthday ||P|| ||T||
Add me :))))) http://t.co/8XAFR7meiO,1,Add me ||P|| ))) ||U||
Ce @7essycaauryn say GWS for me pleaseee ??? :(,0,Ce ||T|| say GWS for me pleaseee ??? ||N||
@X2raw_evicted Oh. I was planning on streaming Halo on Xbox One today.  :(,0,||T|| Oh. I was planning on streaming Halo on Xbox One today. ||N||
"@elyusia i can find most major people EXCEPT his VA

i'm not sure if they just kept it same as luminous but they didn't do that in kms &gt;:(",0,||T|| i can find most major people EXCEPT his VA i'm NOT sure if they just kept it same as luminous but they NOT do that in kms &gt; ||N||
I'm gonna get high blood pressure one day lol I'm eating too much unhealthy food :( http://t.co/6i0NhiKivf,0,I'm gonna get high blood pressure one day lol I'm eating too much unhealthy food ||N|| ||U||
@shabanadas @FatimaAli52 emotions make us human :(,0,||T|| ||T|| emotions make us human ||N||
@danagold721 @PalladiumGravur @clementine_ford Yes youre right..and its sad that so many intolerant scared xenophobes are out there :-(,0,||T|| ||T|| ||T|| Yes youre right..and its sad that so many intolerant scared xenophobes are out there ||N||
@GAMEdigital I've pre ordered R.O.B and game and watch :),1,||T|| I've pre ordered R.O.B and game and watch ||P||
I want to go to Disneyland so badly :-(,0,I want to go to Disneyland so badly ||N||
@Siwon407 Annyeong oppa ^_^ i'm Indonesian ELF .. I'm so happy if u follback me :) please be my first follower :-D,1,||T|| Annyeong oppa ^_^ i'm Indonesian ELF .. I'm so happy if u follback me ||P|| please be my first follower ||ExP||
"@awad_gina @phonicfm @WomenAwards Oh Gina, you have been busy :-) Can't wait to see you and hear all xxx #soproud",1,"||T|| ||T|| ||T|| Oh Gina, you have been busy ||P|| NOT wait to see you and hear all xxx #soproud"
Playing V.ball ATM :),1,Playing V.ball ATM ||P||
Snapchat me - AmargoLonnard #snapchat #snapchat #kikhorny #snapme #tagsforlikes #batalladelosgallos #webcamsex :( http://t.co/3S9LHaFrsU,0,Snapchat me - AmargoLonnard #snapchat #snapchat #kikhorny #snapme #tagsforlikes #batalladelosgallos #webcamsex ||N|| ||U||
you're gonna be such a good father :( https://t.co/wNAdY4En1E,0,you're gonna be such a good father ||N|| ||U||
Two comes after one. Lessons once you learn make you realize how tough life can get. But nothing lasts forever. Not a thing. Ever. Lasts! :),1,Two comes after one. Lessons once you learn make you realize how tough life can get. But nothing lasts forever. NOT a thing. Ever. Lasts! ||P||
@hazminge @emliviaroney @maxdjuric @arthuredmondss but Jane said I'm welcome :(((((,0,||T|| ||T|| ||T|| ||T|| but Jane said I'm welcome ||N|| (((
@cinnamoniboni I wish I could! Maybe one year :),1,||T|| I wish I could! Maybe one year ||P||
"@keab42 I rang in sick yesterday, then told them I'd be back in today. I'm better this morning anyway, and I have a day off on Sunday. :)",1,"||T|| I rang in sick yesterday, then told them I'd be back in today. I'm better this morning anyway, and I have a day off on Sunday. ||P||"
@onlytheshelley 6pm is when the doors open for everyone with  (VIP/general) tickets to get there seats early and watch support acts!!:),1,||T|| 6pm is when the doors open for everyone with (VIP/general) tickets to get there seats early and watch support acts!! ||P||
@Mr_FRML sir plus 4 please :((,0,||T|| sir plus 4 please ||N|| (
"@ZedDBA It was ""Currys"". They were close to home. :)",1,"||T|| It was ""Currys"". They were close to home. ||P||"
@shahrukh9899 @IamMansoorKhan Huh :( yes,0,||T|| ||T|| Huh ||N|| yes
@Rosiellis im in :) x,1,||T|| im in ||P|| x
I finally could stream ugh couldn't make it home for the past few days for the broadcast :(,0,I finally could stream ugh couldn't make it home for the past few days for the broadcast ||N||
@MotorsportCntrl @GP2_Official so true! This was part of a motorsport series (all on one disc) :(,0,||T|| ||T|| so true! This was part of a motorsport series (all on one disc) ||N||
@FooWhiter Ugh. I've never Rt or fade any of your moaning Leeds tweets :),1,||T|| Ugh. I've NOT Rt or fade any of your moaning Leeds tweets ||P||
"I�m a Pandimensional being, you should see my other manifestations :)",1,"I�m a Pandimensional being, you should see my other manifestations ||P||"
The Nixus adventure has begun :-) time to make some flint tools haha,1,The Nixus adventure has begun ||P|| time to make some flint tools haha
@louiseminchin @Phase_Eight ohhh well i was wondering :D x,1,||T|| ||T|| ohhh well i was wondering ||ExP|| x
i want to finish death parade by this weekend :(,0,i want to finish death parade by this weekend ||N||
"Co “@AusiDineo_: I would entertain such tbh ""@ImKhweziN: ""Hey, remember me?"" typa weather :(""”",0,"Co “||T||: I would entertain such tbh ""||T||: ""Hey, remember me?"" typa weather ||N|| ""”"
@RX931 Verge by Owl City! Thanks :D,1,||T|| Verge by Owl City! Thanks ||ExP||
Why am I not tierd  :(,0,Why am I NOT tierd ||N||
NAAAAAN PAS GOODBYE STAGE :(,0,NAAAN PAS GOODBYE STAGE ||N||
My mobile isn't working anymoreeeeee :((((,0,My mobile NOT working anymoreee ||N|| (((
Iam fat :(,0,Iam fat ||N||
"@liilss cause hate my course lol but I cant decide what I want to change to so Im just going to take some time off, save $$, maybe travel :)",1,"||T|| cause hate my course lol but I cant decide what I want to change to so Im just going to take some time off, save $$, maybe travel ||P||"
@denissely Awhh i didn't see you guys or i would've rammed my car into you :(,0,||T|| Awhh i NOT see you guys or i would've rammed my car into you ||N||
Stress let me go. :(,0,Stress let me go. ||N||
@Blessings2050 Thanks for your contribution and kind comment! :-),1,||T|| Thanks for your contribution and kind comment! ||P||
@AsianMeerkat @johncrossmirror far from it. Being LFC fan makes me expert in spotting mental weakness and lack consistency :-),1,||T|| ||T|| far from it. Being LFC fan makes me expert in spotting mental weakness and lack consistency ||P||
@avonfvcks #NotAnApology PLEASE PICK ME :-),1,||T|| #NotAnApology PLEASE PICK ME ||P||
Thank you Majalah http://t.co/5jjCWZzXuj for having @nabilaAF2013 on your July issue :) Lovely 👍🏼👍🏼👍🏼😍😍😍😍😍🌸🌸🌸🌸🌸 http://t.co/zhk7SVrIhE,1,Thank you Majalah ||U|| for having ||T|| on your July issue ||P|| Lovely 👍🏼👍🏼👍🏼😍😍😍🌸🌸🌸 ||U||
@ASAPOFFICIAL Kath :),1,||T|| Kath ||P||
@CG_Rated did u mean to hide the fots? :p,1,||T|| did u mean to hide the fots? :p
"Agree?? :)  #Phone #WiFi #LifeStyle 

#QatarDay http://t.co/VnItXo8eZ0",1,Agree?? ||P|| #Phone #WiFi #LifeStyle #QatarDay ||U||
@gamewriterMike no problem Mike. :),1,||T|| NOT problem Mike. ||P||
apparently 9muses' performance was cut today &gt;:(,0,apparently 9muses' performance was cut today &gt; ||N||
@ClashWithCam when will the clan slots be open :((,0,||T|| when will the clan slots be open ||N|| (
@NiallOfficial gn love u see u in 2 days :),1,||T|| gn love u see u in 2 days ||P||
@BillyAshworth93 Wrong Turn 6 it was amazing movie bro :)),1,||T|| Wrong Turn 6 it was amazing movie bro ||P|| )
@ellaalee whaaaaaaaaaat :( :( :( when are you leaving??,0,||T|| whaaat ||N|| ||N|| ||N|| when are you leaving??
"@vijaysrivatsan yeah, that's why 'last time'. They were planning to file police complaint. So much yelling. Can we switch places? :(",0,"||T|| yeah, that's why 'last time'. They were planning to file police complaint. So much yelling. Can we switch places? ||N||"
i unfollow back :),1,i unfollow back ||P||
@AinsworthKeira did I not? Ah what a shame that is. Why am I not a shuffle queen like you :(,0,||T|| did I not? Ah what a shame that is. Why am I NOT a shuffle queen like you ||N||
the weather is set for more sleep but responsibilities. :-(,0,the weather is set for more sleep but responsibilities. ||N||
#Birmingham #m5m6junction heading to #soulsurvivor15 #stafford slow progress :-( http://t.co/seHTxVttAe,0,#Birmingham #m5m6junction heading to #soulsurvivor15 #stafford slow progress ||N|| ||U||
@ElHenderz @EllaHenderson livid - it's still not working :(,0,||T|| ||T|| livid - it's still NOT working ||N||
